N,Z,A,Mass Excess (keV),Zshell_category,Nshell_category,ZEO,NEO,deltaN,deltaZ,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A
24,16,40,-22837.85,5,7,0,0,4,4,11.696070952851462,70.17642571710878,1.6
23,17,40,-27557.818,6,7,1,1,3,3,11.696070952851462,79.53328247938997,0.9
22,18,40,-35039.8999,6,7,0,0,2,2,11.696070952851462,89.47494278931372,0.4
21,19,40,-33535.497,6,7,1,1,1,1,11.696070952851462,100.00140664688003,0.1
20,20,40,-34846.402,6,6,0,0,0,0,11.696070952851462,111.11267405208892,0.0
19,21,40,-20523.353,7,6,1,1,1,1,11.696070952851462,122.80874500494039,0.1
18,22,40,-8993.439,7,6,0,0,2,2,11.696070952851462,135.08961950543443,0.4
17,23,40,12470.0,7,6,1,1,3,3,11.696070952851462,147.95529755357103,0.9
28,13,41,34590.0,4,7,1,0,0,5,11.890202136872691,45.240769106149756,5.487804878048781
27,14,41,13200.0,4,7,0,1,1,6,11.890202136872691,52.78089729050805,4.121951219512195
26,15,41,-4979.767,5,7,1,0,2,5,11.890202136872691,60.9010353352016,2.951219512195122
25,16,41,-19008.58,5,7,0,1,3,4,11.890202136872691,69.6011832402304,1.975609756097561
24,17,41,-27307.192,6,7,1,0,4,3,11.890202136872691,78.88134100559445,1.1951219512195121
23,18,41,-33067.51,6,7,0,1,3,2,11.890202136872691,88.74150863129375,0.6097560975609756
22,19,41,-35559.5488,6,7,1,0,2,1,11.890202136872691,99.18168611732831,0.21951219512195122
21,20,41,-35137.908,6,7,0,1,1,0,11.890202136872691,110.20187346369813,0.024390243902439025
20,21,41,-28642.36,7,6,1,0,0,1,11.890202136872691,121.8020706704032,0.024390243902439025
19,22,41,-15697.539,7,6,0,1,1,2,11.890202136872691,133.98227773744352,0.21951219512195122
18,23,41,310.0,7,6,1,0,2,3,11.890202136872691,146.74249466481908,0.6097560975609756
29,13,42,41990.0,4,8,1,1,1,5,12.082761235960547,44.87882744785347,6.095238095238095
28,14,42,16840.0,4,7,0,0,0,6,12.082761235960547,52.35863202249571,4.666666666666667
27,15,42,1091.842,5,7,1,1,1,5,12.082761235960547,60.41380617980275,3.4285714285714284
26,16,42,-17637.748,5,7,0,0,2,4,12.082761235960547,69.04434991977458,2.380952380952381
25,17,42,-24831.77,6,7,1,1,3,3,12.082761235960547,78.25026324241118,1.5238095238095237
24,18,42,-34422.678,6,7,0,0,4,2,12.082761235960547,88.03154614771258,0.8571428571428571
23,19,42,-35022.031,6,7,1,1,3,1,12.082761235960547,98.38819863567876,0.38095238095238093
22,20,42,-38547.293,6,7,0,0,2,0,12.082761235960547,109.32022070630973,0.09523809523809523
21,21,42,-32121.003,7,7,1,1,1,1,12.082761235960547,120.8276123596055,0.0
20,22,42,-25104.353,7,6,0,0,0,2,12.082761235960547,132.91037359556606,0.09523809523809523
19,23,42,-7620.0,7,6,1,1,1,3,12.082761235960547,145.56850441419138,0.38095238095238093
18,24,42,7060.0,7,6,0,0,2,4,12.082761235960547,158.8020048154815,0.8571428571428571
30,13,43,48270.0,4,8,1,0,2,5,12.273797969521459,44.52819728477554,6.72093023255814
29,14,43,24330.0,4,8,0,1,1,6,12.273797969521459,51.949563498904794,5.232558139534884
28,15,43,5040.0,5,7,1,0,0,5,12.273797969521459,59.94180403719784,3.9302325581395348
27,16,43,-12195.461,5,7,0,1,1,4,12.273797969521459,68.50491889965467,2.813953488372093
26,17,43,-24159.51,6,7,1,0,2,3,12.273797969521459,77.6389080862753,1.8837209302325582
25,18,43,-32009.811,6,7,0,1,3,2,12.273797969521459,87.34377159705971,1.1395348837209303
24,19,43,-36575.394,6,7,1,0,4,1,12.273797969521459,97.6195094320079,0.5813953488372093
23,20,43,-38408.873,6,7,0,1,3,0,12.273797969521459,108.4661215911199,0.20930232558139536
22,21,43,-36188.15,7,7,1,0,2,1,12.273797969521459,119.88360807439568,0.023255813953488372
21,22,43,-29315.591,7,7,0,1,1,2,12.273797969521459,131.87196888183524,0.023255813953488372
20,23,43,-17916.358,7,6,1,0,0,3,12.273797969521459,144.4312040134386,0.20930232558139536
19,24,43,-1970.0,7,6,0,1,1,4,12.273797969521459,157.56131346920574,0.5813953488372093
30,14,44,29310.0,4,8,0,0,2,6,12.463359368739502,51.552986479786135,5.818181818181818
29,15,44,11110.0,5,8,1,1,1,5,12.463359368739502,59.484215168984,4.454545454545454
28,16,44,-9204.236,5,7,0,0,0,4,12.463359368739502,67.98196019312456,3.272727272727273
27,17,44,-20478.973,6,7,1,1,1,3,12.463359368739502,77.04622155220784,2.272727272727273
26,18,44,-32673.26,6,7,0,0,2,2,12.463359368739502,86.67699924623382,1.4545454545454546
25,19,44,-35781.498,6,7,1,1,3,1,12.463359368739502,96.8742932752025,0.8181818181818182
24,20,44,-41468.73,6,7,0,0,4,0,12.463359368739502,107.63810363911391,0.36363636363636365
23,21,44,-37816.035,7,7,1,1,3,1,12.463359368739502,118.968430337968,0.09090909090909091
22,22,44,-37548.586,7,7,0,0,2,2,12.463359368739502,130.8652733717648,0.0
21,23,44,-23808.079,7,7,1,1,1,3,12.463359368739502,143.3286327405043,0.09090909090909091
20,24,44,-13421.899,7,6,0,0,0,4,12.463359368739502,156.3585084441865,0.36363636363636365
19,25,44,7460.0,7,6,1,1,1,3,12.463359368739502,169.9549004828114,0.8181818181818182
31,14,45,37090.0,4,8,0,1,3,6,12.651489979526238,51.168248361639456,6.4222222222222225
30,15,45,15960.0,5,8,1,0,2,5,12.651489979526238,59.04028657112245,5.0
29,16,45,-3340.0,5,8,0,1,1,4,12.651489979526238,67.47461322413994,3.7555555555555555
28,17,45,-18262.544,6,7,1,0,0,3,12.651489979526238,76.47122832069194,2.688888888888889
27,18,45,-29770.801,6,7,0,1,1,2,12.651489979526238,86.03013186077843,1.8
26,19,45,-36615.643,6,7,1,0,2,1,12.651489979526238,96.15132384439941,1.0888888888888888
25,20,45,-40812.23,6,7,0,1,3,0,12.651489979526238,106.83480427155492,0.5555555555555556
24,21,45,-41072.321,7,7,1,0,4,1,12.651489979526238,118.0805731422449,0.2
23,22,45,-39010.266,7,7,0,1,3,2,12.651489979526238,129.8886304564694,0.022222222222222223
22,23,45,-31886.441,7,7,1,0,2,3,12.651489979526238,142.25897621422837,0.022222222222222223
21,24,45,-19514.801,7,7,0,1,1,4,12.651489979526238,155.19161041552186,0.2
20,25,45,-4980.0,7,6,1,0,0,3,12.651489979526238,168.68653306034986,0.5555555555555556
19,26,45,14408.0,7,6,0,1,1,2,12.651489979526238,182.74374414871235,1.0888888888888888
31,15,46,22840.0,5,8,1,1,3,5,12.838232045991905,58.60932020996306,5.565217391304348
30,16,46,640.0,5,8,0,0,2,4,12.838232045991905,66.98208023995778,4.260869565217392
29,17,46,-13734.949,6,8,1,1,1,3,12.838232045991905,75.91302427195215,3.130434782608696
28,18,46,-29771.255,6,7,0,0,0,2,12.838232045991905,85.40215230594617,2.1739130434782608
27,19,46,-35413.929,6,7,1,1,1,1,12.838232045991905,95.44946434193984,1.391304347826087
26,20,46,-43139.61,6,7,0,0,2,0,12.838232045991905,106.05496037993315,0.782608695652174
25,21,46,-41761.643,7,7,1,1,3,1,12.838232045991905,117.21864041992612,0.34782608695652173
24,22,46,-44128.269,7,7,0,0,4,2,12.838232045991905,128.94050446191872,0.08695652173913043
23,23,46,-37075.897,7,7,1,1,3,3,12.838232045991905,141.220552505911,0.0
22,24,46,-29471.57,7,7,0,0,2,4,12.838232045991905,154.0587845519029,0.08695652173913043
21,25,46,-12417.748,7,7,1,1,1,3,12.838232045991905,167.45520059989445,0.34782608695652173
20,26,46,1210.0,7,6,0,0,0,2,12.838232045991905,181.40980064988565,0.782608695652174
32,15,47,28810.0,5,8,1,0,4,5,13.023625676689214,58.190667917122035,6.148936170212766
31,16,47,7200.0,5,8,0,1,3,4,13.023625676689214,66.50362047671089,4.787234042553192
30,17,47,-9580.0,6,8,1,0,2,3,13.023625676689214,75.37076987360568,3.595744680851064
29,18,47,-25367.274,6,8,0,1,1,2,13.023625676689214,84.7921161078064,2.574468085106383
28,19,47,-35711.982,6,7,1,0,0,1,13.023625676689214,94.76765917931303,1.7234042553191489
27,20,47,-42344.665,6,7,0,1,1,0,13.023625676689214,105.29739908812559,1.0425531914893618
26,21,47,-44336.842,7,7,1,0,2,1,13.023625676689214,116.38133583424407,0.5319148936170213
25,22,47,-44937.612,7,7,0,1,3,2,13.023625676689214,128.0194694176685,0.19148936170212766
24,23,47,-42007.07,7,7,1,0,4,3,13.023625676689214,140.2117998383988,0.02127659574468085
23,24,47,-34563.093,7,7,0,1,3,4,13.023625676689214,152.95832709643506,0.02127659574468085
22,25,47,-22566.376,7,7,1,0,2,3,13.023625676689214,166.25905119177725,0.19148936170212766
21,26,47,-7130.0,7,7,0,1,1,2,13.023625676689214,180.11397212442535,0.5319148936170213
20,27,47,10620.0,7,6,1,0,0,1,13.023625676689214,194.52308989437938,1.0425531914893618
32,16,48,12390.0,5,8,0,0,4,4,13.207708995578505,66.03854497789254,5.333333333333333
31,17,48,-4280.0,6,8,1,1,3,3,13.207708995578505,74.84368430827821,4.083333333333333
30,18,48,-22354.927,6,8,0,0,2,2,13.207708995578505,84.19914484681298,3.0
29,19,48,-32284.482,6,8,1,1,1,1,13.207708995578505,94.10492659349687,2.0833333333333335
28,20,48,-44224.868,6,7,0,0,0,0,13.207708995578505,104.56102954832986,1.3333333333333333
27,21,48,-44504.083,7,7,1,1,1,1,13.207708995578505,115.56745371131194,0.75
26,22,48,-48492.952,7,7,0,0,2,2,13.207708995578505,127.12419908244314,0.3333333333333333
25,23,48,-44478.005,7,7,1,1,3,3,13.207708995578505,139.23126566172346,0.08333333333333333
24,24,48,-42821.313,7,7,0,0,4,4,13.207708995578505,151.88865344915286,0.0
23,25,48,-29296.644,7,7,1,1,3,3,13.207708995578505,165.09636244473134,0.08333333333333333
22,26,48,-18008.575,7,7,0,0,2,2,13.207708995578505,178.85439264845897,0.3333333333333333
21,27,48,1730.0,7,7,1,1,1,1,13.207708995578505,193.16274406033568,0.75
20,28,48,18178.0,7,6,0,0,0,0,13.207708995578505,208.0214166803615,1.3333333333333333
33,16,49,20391.0,5,9,0,1,5,4,13.390518279406722,65.58621198076763,5.8979591836734695
32,17,49,740.0,6,8,1,0,4,3,13.390518279406722,74.33104024486998,4.591836734693878
31,18,49,-17060.0,6,8,0,1,3,2,13.390518279406722,83.62242027547873,3.4489795918367347
30,19,49,-29611.496,6,8,1,0,2,1,13.390518279406722,93.46035207259388,2.4693877551020407
29,20,49,-41300.003,6,8,0,1,1,0,13.390518279406722,103.84483563621541,1.653061224489796
28,21,49,-46562.447,7,7,1,0,0,1,13.390518279406722,114.77587096634335,1.0
27,22,49,-48564.012,7,7,0,1,1,2,13.390518279406722,126.25345806297769,0.5102040816326531
26,23,49,-47962.157,7,7,1,0,2,3,13.390518279406722,138.2775969261184,0.1836734693877551
25,24,49,-45332.352,7,7,0,1,3,4,13.390518279406722,150.84828755576555,0.02040816326530612
24,25,49,-37619.925,7,7,1,0,4,3,13.390518279406722,163.96552995191908,0.02040816326530612
23,26,49,-24750.73,7,7,0,1,3,2,13.390518279406722,177.629324114579,0.1836734693877551
22,27,49,-9780.0,7,7,1,0,2,1,13.390518279406722,191.83967004374531,0.5102040816326531
21,28,49,8530.0,7,7,0,1,1,0,13.390518279406722,206.59656773941802,1.0
33,17,50,7700.0,6,9,1,1,5,3,13.572088082974531,73.83215917138146,5.12
32,18,50,-13230.0,6,8,0,0,4,2,13.572088082974531,83.06117906780415,3.92
31,19,50,-25727.853,6,8,1,1,3,1,13.572088082974531,92.83308248754581,2.88
30,20,50,-39589.23,6,8,0,0,2,0,13.572088082974531,103.14786943060646,2.0
29,21,50,-44537.12,7,8,1,1,1,1,13.572088082974531,114.00553989698608,1.28
28,22,50,-51431.867,7,7,0,0,0,2,13.572088082974531,125.40609388668469,0.72
27,23,50,-49223.24,7,7,1,1,1,3,13.572088082974531,137.34953139970227,0.32
26,24,50,-50261.364,7,7,0,0,2,4,13.572088082974531,149.83585243603886,0.08
25,25,50,-42626.886,7,7,1,1,3,3,13.572088082974531,162.8650569956944,0.0
24,26,50,-34476.46,7,7,0,0,4,2,13.572088082974531,176.43714507866895,0.08
23,27,50,-17589.403,7,7,1,1,3,1,13.572088082974531,190.55211668496244,0.32
22,28,50,-3460.0,7,7,0,0,2,0,13.572088082974531,205.20997181457494,0.72
34,17,51,14290.0,6,9,1,0,6,3,13.752451353579682,73.34640721909165,5.666666666666667
33,18,51,-6490.0,6,9,0,1,5,2,13.752451353579682,82.51470812147811,4.411764705882353
32,19,51,-22515.457,6,8,1,0,4,1,13.752451353579682,92.222320841652,3.3137254901960786
31,20,51,-36332.31,6,8,0,1,3,0,13.752451353579682,102.46924537961334,2.372549019607843
30,21,51,-43250.353,7,8,1,0,2,1,13.752451353579682,113.25548173536211,1.588235294117647
29,22,51,-49732.965,7,8,0,1,1,2,13.752451353579682,124.58102990889832,0.9607843137254902
28,23,51,-52203.105,7,7,1,0,0,3,13.752451353579682,136.44588990022197,0.49019607843137253
27,24,51,-51450.715,7,7,0,1,1,4,13.752451353579682,148.85006170933306,0.17647058823529413
26,25,51,-48243.225,7,7,1,0,2,3,13.752451353579682,161.79354533623157,0.0196078431372549
25,26,51,-40189.185,7,7,0,1,3,2,13.752451353579682,175.27634078091754,0.0196078431372549
24,27,51,-27342.146,7,7,1,0,4,1,13.752451353579682,189.29844804339095,0.17647058823529413
23,28,51,-11650.0,7,7,0,1,3,0,13.752451353579682,203.85986712365178,0.49019607843137253
34,18,52,-1380.0,6,9,0,0,6,2,13.93163953576523,81.98234034508003,4.923076923076923
33,19,52,-17137.628,6,9,1,1,5,1,13.93163953576523,91.62732156214827,3.769230769230769
32,20,52,-34266.272,6,8,0,0,4,0,13.93163953576523,101.80813506905363,2.769230769230769
31,21,52,-40523.56,7,8,1,1,3,1,13.93163953576523,112.52478086579613,1.9230769230769231
30,22,52,-49477.698,7,8,0,0,2,2,13.93163953576523,123.77725895237573,1.2307692307692308
29,23,52,-51443.032,7,8,1,1,1,3,13.93163953576523,135.56556932879246,0.6923076923076923
28,24,52,-55419.508,7,7,0,0,0,4,13.93163953576523,147.88971199504633,0.3076923076923077
27,25,52,-50711.387,7,7,1,1,1,3,13.93163953576523,160.74968695113733,0.07692307692307693
26,26,52,-48332.095,7,7,0,0,2,2,13.93163953576523,174.14549419706543,0.0
25,27,52,-34343.979,7,7,1,1,3,1,13.93163953576523,188.07713373283067,0.07692307692307693
24,28,52,-22559.856,7,7,0,0,4,0,13.93163953576523,202.54460555843303,0.3076923076923077
23,29,52,-1880.0,8,7,1,1,3,1,13.93163953576523,217.5479096738725,0.6923076923076923
35,18,53,6791.0,6,9,0,1,7,2,14.109682667364165,81.46345087195161,5.452830188679245
34,19,53,-12295.722,6,9,1,0,6,1,14.109682667364165,91.0473862686518,4.245283018867925
33,20,53,-29387.707,6,9,0,1,5,0,14.109682667364165,101.16376252072422,3.188679245283019
32,21,53,-38769.555,7,8,1,0,4,1,14.109682667364165,111.81257962816888,2.2830188679245285
31,22,53,-46881.433,7,8,0,1,3,2,14.109682667364165,122.99383759098576,1.528301886792453
30,23,53,-51851.675,7,8,1,0,2,3,14.109682667364165,134.70753640917488,0.9245283018867925
29,24,53,-55287.618,7,8,0,1,1,4,14.109682667364165,146.95367608273625,0.4716981132075472
28,25,53,-54690.35,7,7,1,0,0,3,14.109682667364165,159.73225661166984,0.16981132075471697
27,26,53,-50947.483,7,7,0,1,1,2,14.109682667364165,173.04327799597564,0.018867924528301886
26,27,53,-42659.376,7,7,1,0,2,1,14.109682667364165,186.8867402356537,0.018867924528301886
25,28,53,-29630.827,7,7,0,1,3,0,14.109682667364165,201.26264333070398,0.16981132075471697
24,29,53,-13140.0,8,7,1,0,4,1,14.109682667364165,216.17098728112651,0.4716981132075472
35,19,54,-5150.0,6,9,1,1,7,1,14.286609467713793,90.48185996218737,4.7407407407407405
34,20,54,-25160.587,6,9,0,0,6,0,14.286609467713793,100.53539995798597,3.6296296296296298
33,21,54,-34437.934,7,9,1,1,5,1,14.286609467713793,111.11807363777396,2.6666666666666665
32,22,54,-45743.812,7,8,0,0,4,2,14.286609467713793,122.22988100155136,1.8518518518518519
31,23,54,-49898.267,7,8,1,1,3,3,14.286609467713793,133.87082204931815,1.1851851851851851
30,24,54,-56935.379,7,8,0,0,2,4,14.286609467713793,146.04089678107437,0.6666666666666666
29,25,54,-55558.247,7,8,1,1,1,3,14.286609467713793,158.74010519681994,0.2962962962962963
28,26,54,-56254.615,7,7,0,0,0,2,14.286609467713793,171.96844729655496,0.07407407407407407
27,27,54,-48010.068,7,7,1,1,1,1,14.286609467713793,185.72592308027936,0.0
26,28,54,-39278.312,7,7,0,0,2,0,14.286609467713793,200.01253254799315,0.07407407407407407
25,29,54,-21240.0,8,7,1,1,3,1,14.286609467713793,214.82827569969635,0.2962962962962963
24,30,54,-5702.0,8,7,0,0,4,2,14.286609467713793,230.17315253538894,0.6666666666666666
36,19,55,470.0,6,9,1,0,8,1,14.462447418811122,89.93012758606191,5.254545454545455
35,20,55,-18650.375,6,9,0,1,7,0,14.462447418811122,99.92236398451323,4.090909090909091
34,21,55,-30842.108,7,9,1,0,6,1,14.462447418811122,110.44050756183042,3.0727272727272728
33,22,55,-41832.469,7,9,0,1,5,2,14.462447418811122,121.48455831801346,2.2
32,23,55,-49125.136,7,8,1,0,4,3,14.462447418811122,133.05451625306236,1.4727272727272727
31,24,55,-55110.324,7,8,0,1,3,4,14.462447418811122,145.15038136697711,0.8909090909090909
30,25,55,-57712.542,7,8,1,0,2,3,14.462447418811122,157.77215365975775,0.45454545454545453
29,26,55,-57481.422,7,8,0,1,1,2,14.462447418811122,170.9198331314042,0.16363636363636364
28,27,55,-54029.996,7,7,1,0,0,1,14.462447418811122,184.59341978191654,0.01818181818181818
27,28,55,-45335.961,7,7,0,1,1,0,14.462447418811122,198.79291361129475,0.01818181818181818
26,29,55,-31635.403,8,7,1,0,2,1,14.462447418811122,213.5183146195388,0.16363636363636364
25,30,55,-14270.0,8,7,0,1,3,2,14.462447418811122,228.76962280664873,0.45454545454545453
37,19,56,7980.0,6,9,1,1,9,1,14.637222840091884,89.39161091627545,5.785714285714286
36,20,56,-13510.39,6,9,0,0,8,0,14.637222840091884,99.32401212919495,4.571428571428571
35,21,56,-25515.848,7,9,1,1,7,1,14.637222840091884,109.77917130068916,3.5
34,22,56,-39422.995,7,9,0,0,6,2,14.637222840091884,120.75708843075807,2.5714285714285716
33,23,56,-46183.401,7,9,1,1,5,3,14.637222840091884,132.2577635194017,1.7857142857142858
32,24,56,-55285.128,7,8,0,0,4,4,14.637222840091884,144.28119656662003,1.1428571428571428
31,25,56,-56911.666,7,8,1,1,3,3,14.637222840091884,156.82738757241307,0.6428571428571429
30,26,56,-60607.163,7,8,0,0,2,2,14.637222840091884,169.89633653678084,0.2857142857142857
29,27,56,-56040.518,7,8,1,1,1,1,14.637222840091884,183.48804345972331,0.07142857142857142
28,28,56,-53907.649,7,7,0,0,0,0,14.637222840091884,197.60250834124048,0.0
27,29,56,-38629.733,8,7,1,1,1,1,14.637222840091884,212.23973118133236,0.07142857142857142
26,30,56,-25390.0,8,7,0,0,2,2,14.637222840091884,227.39971197999895,0.2857142857142857
25,31,56,-3840.0,8,7,1,1,3,3,14.637222840091884,243.08245073724026,0.6428571428571429
37,20,57,-6560.0,6,9,0,1,9,0,14.810960957438846,98.739739716259,5.0701754385964914
36,21,57,-21379.653,7,9,1,0,8,1,14.810960957438846,109.13339652849679,3.9473684210526314
35,22,57,-34401.848,7,9,0,1,7,2,14.810960957438846,120.04673618134646,2.9649122807017543
34,23,57,-44435.063,7,9,1,0,6,3,14.810960957438846,131.47975867480804,2.1228070175438596
33,24,57,-52524.985,7,9,0,1,5,4,14.810960957438846,143.43246400888148,1.4210526315789473
32,25,57,-57486.279,7,8,1,0,4,3,14.810960957438846,155.90485218356685,0.8596491228070176
31,26,57,-60182.017,7,8,0,1,3,2,14.810960957438846,168.89692319886407,0.43859649122807015
30,27,57,-59345.658,7,8,1,0,2,1,14.810960957438846,182.4086770547732,0.15789473684210525
29,28,57,-56083.961,7,8,0,1,1,0,14.810960957438846,196.4401137512942,0.017543859649122806
28,29,57,-47309.014,8,7,1,0,0,1,14.810960957438846,210.9912332884271,0.017543859649122806
27,30,57,-32550.0,8,7,0,1,1,2,14.810960957438846,226.0620356661719,0.15789473684210525
26,31,57,-15410.0,8,7,1,0,2,3,14.810960957438846,241.6525208845286,0.43859649122807015
38,20,58,-1530.0,6,9,0,0,10,0,14.983685966957935,98.16897702489683,5.586206896551724
37,21,58,-15479.569,7,9,1,1,9,1,14.983685966957935,108.50255355383334,4.413793103448276
36,22,58,-30917.668,7,9,0,0,8,2,14.983685966957935,119.35280890921668,3.3793103448275863
35,23,58,-40430.584,7,9,1,1,7,3,14.983685966957935,130.71974309104684,2.4827586206896552
34,24,58,-51991.808,7,9,0,0,6,4,14.983685966957935,142.60335609932383,1.7241379310344827
33,25,58,-55827.568,7,9,1,1,5,3,14.983685966957935,155.00364793404762,1.103448275862069
32,26,58,-62155.271,7,8,0,0,4,2,14.983685966957935,167.92061859521826,0.6206896551724138
31,27,58,-59847.292,7,8,1,1,3,1,14.983685966957935,181.35426808283572,0.27586206896551724
30,28,58,-60228.871,7,8,0,0,2,0,14.983685966957935,195.30459639690002,0.06896551724137931
29,29,58,-51667.851,8,8,1,1,1,1,14.983685966957935,209.77160353741112,0.0
28,30,58,-42298.871,8,7,0,0,0,2,14.983685966957935,224.75528950436907,0.06896551724137931
27,31,58,-23540.0,8,7,1,1,1,3,14.983685966957935,240.25565429777384,0.27586206896551724
26,32,58,-7580.0,8,7,0,0,2,4,14.983685966957935,256.2726979176254,0.6206896551724138
38,21,59,-10829.55,7,9,1,0,10,1,15.155421094002051,107.88604846577732,4.898305084745763
37,22,59,-25880.0,7,9,0,1,9,2,15.155421094002051,118.67465331235506,3.8135593220338984
36,23,59,-37610.617,7,9,1,0,8,3,15.155421094002051,129.97700124686506,2.864406779661017
35,24,59,-48115.931,7,9,0,1,7,4,15.155421094002051,141.79309226930735,2.0508474576271185
34,25,59,-55525.328,7,9,1,0,6,3,15.155421094002051,154.1229263796819,1.3728813559322033
33,26,59,-60664.957,7,9,0,1,5,2,15.155421094002051,166.96650357798873,0.8305084745762712
32,27,59,-62229.838,7,8,1,0,4,1,15.155421094002051,180.32382386422782,0.423728813559322
31,28,59,-61156.833,7,8,0,1,3,0,15.155421094002051,194.1948872383992,0.15254237288135594
30,29,59,-56358.454,8,8,1,0,2,1,15.155421094002051,208.57969370050284,0.01694915254237288
29,30,59,-47215.678,8,8,0,1,1,2,15.155421094002051,223.47824325053875,0.01694915254237288
28,31,59,-33760.0,8,7,1,0,0,3,15.155421094002051,238.89053588850695,0.15254237288135594
27,32,59,-16370.0,8,7,0,1,1,4,15.155421094002051,254.8165716144074,0.423728813559322
39,21,60,-4550.0,7,10,1,1,11,1,15.32618864787106,107.28332053509745,5.4
38,22,60,-22099.698,7,9,0,0,10,2,15.32618864787106,118.01165258860718,4.266666666666667
37,23,60,-33087.402,7,9,1,1,9,3,15.32618864787106,129.25085759704595,3.2666666666666666
36,24,60,-46908.5,7,9,0,0,8,4,15.32618864787106,141.00093556041378,2.4
35,25,60,-52967.946,7,9,1,1,7,3,15.32618864787106,153.26188647871064,1.6666666666666667
34,26,60,-61413.174,7,9,0,0,6,2,15.32618864787106,166.03371035193652,1.0666666666666667
